Image,Car,Motorcycle,Truck,Bus
1.jpg,9,2,1
10.png,0,0,0
11.jpg,3,2,0
2.png,1,0,1
3.png,0,0,0
4.png,0,0,0
6.png,2,0,0
7.png,2,0,0
8.png,0,1,0
9.png,0,0,1
